game,hero,win,side,first_pick_status,pick,order_absolute,order_relative
4080666526,Underlord,Loss,The Dire,First,pick,18,4
4080666526,Disruptor,Loss,The Dire,First,pick,21,5
4080666526,Tiny,Loss,The Dire,First,ban,1,1
4080666526,Drow Ranger,Loss,The Dire,First,ban,3,2
4080666526,Silencer,Loss,The Dire,First,ban,5,3
4080666526,Storm Spirit,Loss,The Dire,First,ban,11,4
4080666526,Morphling,Loss,The Dire,First,ban,13,5
4080666526,Huskar,Loss,The Dire,First,ban,20,6
4080723031,Weaver,Win,The Dire,First,pick,7,1
4080723031,Vengeful Spirit,Win,The Dire,First,pick,10,2
4080723031,Phoenix,Win,The Dire,First,pick,16,3
4080723031,Alchemist,Win,The Dire,First,pick,18,4
4080723031,Brewmaster,Win,The Dire,First,pick,21,5
4080723031,Spectre,Win,The Dire,First,ban,1,1
4080723031,Nature's Prophet,Win,The Dire,First,ban,3,2
4080723031,Enchantress,Win,The Dire,First,ban,5,3
4080723031,Arc Warden,Win,The Dire,First,ban,11,4
4080723031,Pugna,Win,The Dire,First,ban,13,5
4080723031,Monkey King,Win,The Dire,First,ban,20,6
4080723031,Chen,Loss,The Radiant,Second,pick,8,1
4080723031,Phantom Lancer,Loss,The Radiant,Second,pick,9,2
4080723031,Winter Wyvern,Loss,The Radiant,Second,pick,15,3
4080723031,Lina,Loss,The Radiant,Second,pick,17,4
4080723031,Morphling,Loss,The Radiant,Second,pick,22,5
4080723031,Tiny,Loss,The Radiant,Second,ban,2,1
4080723031,Io,Loss,The Radiant,Second,ban,4,2
4080723031,Earthshaker,Loss,The Radiant,Second,ban,6,3
4080723031,Storm Spirit,Loss,The Radiant,Second,ban,12,4
4080723031,Leshrac,Loss,The Radiant,Second,ban,14,5
4080723031,Juggernaut,Loss,The Radiant,Second,ban,19,6
4080778303,Enchantress,Loss,The Radiant,Second,pick,8,1
4080778303,Morphling,Loss,The Radiant,Second,pick,9,2
4080778303,Tusk,Loss,The Radiant,Second,pick,15,3
4080778303,Brewmaster,Loss,The Radiant,Second,pick,17,4
4080778303,Bloodseeker,Loss,The Radiant,Second,pick,22,5
4080778303,Spectre,Loss,The Radiant,Second,ban,2,1
4080778303,Nature's Prophet,Loss,The Radiant,Second,ban,4,2
4080778303,Earthshaker,Loss,The Radiant,Second,ban,6,3
4080778303,Arc Warden,Loss,The Radiant,Second,ban,12,4
4080778303,Pugna,Loss,The Radiant,Second,ban,14,5
4080778303,Centaur Warrunner,Loss,The Radiant,Second,ban,19,6
4080778303,Io,Win,The Dire,First,pick,7,1
4080778303,Phantom Lancer,Win,The Dire,First,pick,10,2
4080778303,Chen,Win,The Dire,First,pick,16,3
4080778303,Invoker,Win,The Dire,First,pick,18,4
4080778303,Axe,Win,The Dire,First,pick,21,5
4080778303,Tiny,Win,The Dire,First,ban,1,1
4080778303,Silencer,Win,The Dire,First,ban,3,2
4080778303,Weaver,Win,The Dire,First,ban,5,3
4080778303,Alchemist,Win,The Dire,First,ban,11,4
4080778303,Storm Spirit,Win,The Dire,First,ban,13,5
4080778303,Kunkka,Win,The Dire,First,ban,20,6
4080856812,Earthshaker,Loss,The Radiant,First,pick,7,1
4080856812,Terrorblade,Loss,The Radiant,First,pick,10,2
4080856812,Silencer,Loss,The Radiant,First,pick,16,3
4080856812,Kunkka,Loss,The Radiant,First,pick,18,4
4080856812,Batrider,Loss,The Radiant,First,pick,21,5
4080856812,Spectre,Loss,The Radiant,First,ban,1,1
4080856812,Phantom Lancer,Loss,The Radiant,First,ban,3,2
4080856812,Enchantress,Loss,The Radiant,First,ban,5,3
4080856812,Pugna,Loss,The Radiant,First,ban,11,4
4080856812,Arc Warden,Loss,The Radiant,First,ban,13,5
4080856812,Monkey King,Loss,The Radiant,First,ban,20,6
4080856812,Nature's Prophet,Win,The Dire,Second,pick,8,1
4080856812,Rubick,Win,The Dire,Second,pick,9,2
4080856812,Magnus,Win,The Dire,Second,pick,15,3
4080856812,Ember Spirit,Win,The Dire,Second,pick,17,4
4080856812,Zeus,Win,The Dire,Second,pick,22,5
4080856812,Tiny,Win,The Dire,Second,ban,2,1
4080856812,Drow Ranger,Win,The Dire,Second,ban,4,2
4080856812,Io,Win,The Dire,Second,ban,6,3
4080856812,Storm Spirit,Win,The Dire,Second,ban,12,4
4080856812,Alchemist,Win,The Dire,Second,ban,14,5
4080856812,Necrophos,Win,The Dire,Second,ban,19,6
4080316101,Enchantress,Win,The Dire,Second,pick,8,1
4080316101,Earthshaker,Win,The Dire,Second,pick,9,2
4080316101,Tiny,Win,The Dire,Second,pick,15,3
4080316101,Bane,Win,The Dire,Second,pick,17,4
4080316101,Spectre,Win,The Dire,Second,pick,22,5
4080316101,Ursa,Win,The Dire,Second,ban,2,1
4080316101,Weaver,Win,The Dire,Second,ban,4,2
4080316101,Pugna,Win,The Dire,Second,ban,6,3
4080316101,Batrider,Win,The Dire,Second,ban,12,4
4080316101,Kunkka,Win,The Dire,Second,ban,14,5
4080316101,Necrophos,Win,The Dire,Second,ban,19,6
4080316101,Io,Loss,The Radiant,First,pick,7,1
4080316101,Gyrocopter,Loss,The Radiant,First,pick,10,2
4080316101,Undying,Loss,The Radiant,First,pick,16,3
4080316101,Alchemist,Loss,The Radiant,First,pick,18,4
4080316101,Venomancer,Loss,The Radiant,First,pick,21,5
4080316101,Silencer,Loss,The Radiant,First,ban,1,1
4080316101,Clinkz,Loss,The Radiant,First,ban,3,2
4080316101,Dark Willow,Loss,The Radiant,First,ban,5,3
4080316101,Drow Ranger,Loss,The Radiant,First,ban,11,4
4080316101,Bloodseeker,Loss,The Radiant,First,ban,13,5
4080316101,Morphling,Loss,The Radiant,First,ban,20,6
4080420268,Wraith King,Win,The Radiant,Second,pick,8,1
4080420268,Dark Willow,Win,The Radiant,Second,pick,9,2
4080420268,Warlock,Win,The Radiant,Second,pick,15,3
4080420268,Luna,Win,The Radiant,Second,pick,17,4
4080420268,Kunkka,Win,The Radiant,Second,pick,22,5
4080420268,Ursa,Win,The Radiant,Second,ban,2,1
4080420268,Enchantress,Win,The Radiant,Second,ban,4,2
4080420268,Weaver,Win,The Radiant,Second,ban,6,3
4080420268,Pugna,Win,The Radiant,Second,ban,12,4
4080420268,Earthshaker,Win,The Radiant,Second,ban,14,5
4080420268,Tusk,Win,The Radiant,Second,ban,19,6
4080420268,Spectre,Loss,The Dire,First,pick,7,1
4080420268,Lich,Loss,The Dire,First,pick,10,2
4080420268,Mirana,Loss,The Dire,First,pick,16,3
4080420268,Necrophos,Loss,The Dire,First,pick,18,4
4080420268,Rubick,Loss,The Dire,First,pick,21,5
4080420268,Silencer,Loss,The Dire,First,ban,1,1
4080420268,Io,Loss,The Dire,First,ban,3,2
4080420268,Tiny,Loss,The Dire,First,ban,5,3
4080420268,Terrorblade,Loss,The Dire,First,ban,11,4
4080420268,Storm Spirit,Loss,The Dire,First,ban,13,5
4080420268,Lina,Loss,The Dire,First,ban,20,6
4078478649,Weaver,Win,The Radiant,First,pick,7,1
4078478649,Ursa,Win,The Radiant,First,pick,10,2
4078478649,Lich,Win,The Radiant,First,pick,16,3
4078478649,Storm Spirit,Win,The Radiant,First,pick,18,4
4078478649,Dark Willow,Win,The Radiant,First,pick,21,5
4078478649,Broodmother,Win,The Radiant,First,ban,1,1
4078478649,Wraith King,Win,The Radiant,First,ban,3,2
4078478649,Clinkz,Win,The Radiant,First,ban,5,3
4078478649,Bloodseeker,Win,The Radiant,First,ban,11,4
4078478649,Drow Ranger,Win,The Radiant,First,ban,13,5
4078478649,Invoker,Win,The Radiant,First,ban,20,6
4078478649,Io,Loss,The Dire,Second,pick,8,1
4078478649,Enchantress,Loss,The Dire,Second,pick,9,2
4078478649,Ogre Magi,Loss,The Dire,Second,pick,15,3
4078478649,Venomancer,Loss,The Dire,Second,pick,17,4
4078478649,Chaos Knight,Loss,The Dire,Second,pick,22,5
4078478649,Silencer,Loss,The Dire,Second,ban,2,1
4078478649,Vengeful Spirit,Loss,The Dire,Second,ban,4,2
4078478649,Gyrocopter,Loss,The Dire,Second,ban,6,3
4078478649,Alchemist,Loss,The Dire,Second,ban,12,4
4078478649,Pugna,Loss,The Dire,Second,ban,14,5
4078478649,Tusk,Loss,The Dire,Second,ban,19,6
4078566725,Wraith King,Win,The Radiant,Second,pick,8,1
4078566725,Dark Willow,Win,The Radiant,Second,pick,9,2
4078566725,Spectre,Win,The Radiant,Second,pick,15,3
4078566725,Lich,Win,The Radiant,Second,pick,17,4
4078566725,Timbersaw,Win,The Radiant,Second,pick,22,5
4078566725,Broodmother,Win,The Radiant,Second,ban,2,1
4078566725,Io,Win,The Radiant,Second,ban,4,2
4078566725,Clinkz,Win,The Radiant,Second,ban,6,3
4078566725,Ursa,Win,The Radiant,Second,ban,12,4
4078566725,Necrophos,Win,The Radiant,Second,ban,14,5
4078566725,Venomancer,Win,The Radiant,Second,ban,19,6
4078566725,Vengeful Spirit,Loss,The Dire,First,pick,7,1
4078566725,Nature's Prophet,Loss,The Dire,First,pick,10,2
4078566725,Brewmaster,Loss,The Dire,First,pick,16,3
4078566725,Terrorblade,Loss,The Dire,First,pick,18,4
4078566725,Viper,Loss,The Dire,First,pick,21,5
4078566725,Silencer,Loss,The Dire,First,ban,1,1
4078566725,Enchantress,Loss,The Dire,First,ban,3,2
4078566725,Weaver,Loss,The Dire,First,ban,5,3
4078566725,Storm Spirit,Loss,The Dire,First,ban,11,4
4078566725,Alchemist,Loss,The Dire,First,ban,13,5
4078566725,Tiny,Loss,The Dire,First,ban,20,6
4076431752,Chen,Win,The Dire,First,pick,7,1
4076431752,Drow Ranger,Win,The Dire,First,pick,10,2
4076431752,Silencer,Win,The Dire,First,pick,16,3
4076431752,Storm Spirit,Win,The Dire,First,pick,18,4
4076431752,Pugna,Win,The Dire,First,pick,21,5
4076431752,Dark Willow,Win,The Dire,First,ban,1,1
4076431752,Broodmother,Win,The Dire,First,ban,3,2
4076431752,Ursa,Win,The Dire,First,ban,5,3
4076431752,Spectre,Win,The Dire,First,ban,11,4
4076431752,Clinkz,Win,The Dire,First,ban,13,5
4076431752,Alchemist,Win,The Dire,First,ban,20,6
4076431752,Necrophos,Loss,The Radiant,Second,pick,8,1
4076431752,Crystal Maiden,Loss,The Radiant,Second,pick,9,2
4076431752,Mirana,Loss,The Radiant,Second,pick,15,3
4076431752,Elder Titan,Loss,The Radiant,Second,pick,17,4
4076431752,Tiny,Loss,The Radiant,Second,pick,22,5
4076431752,Io,Loss,The Radiant,Second,ban,2,1
4076431752,Weaver,Loss,The Radiant,Second,ban,4,2
4076431752,Enchantress,Loss,The Radiant,Second,ban,6,3
4076431752,Phoenix,Loss,The Radiant,Second,ban,12,4
4076431752,Invoker,Loss,The Radiant,Second,ban,14,5
4076431752,Enigma,Loss,The Radiant,Second,ban,19,6
4076485641,Vengeful Spirit,Win,The Radiant,Second,pick,8,1
4076485641,Mirana,Win,The Radiant,Second,pick,9,2
4076485641,Lich,Win,The Radiant,Second,pick,15,3
4076485641,Venomancer,Win,The Radiant,Second,pick,17,4
4076485641,Alchemist,Win,The Radiant,Second,pick,22,5
4076485641,Dark Willow,Win,The Radiant,Second,ban,2,1
4076485641,Chen,Win,The Radiant,Second,ban,4,2
4076485641,Weaver,Win,The Radiant,Second,ban,6,3
4076485641,Broodmother,Win,The Radiant,Second,ban,12,4
4076485641,Clinkz,Win,The Radiant,Second,ban,14,5
4076485641,Spectre,Win,The Radiant,Second,ban,19,6
4076485641,Ursa,Loss,The Dire,First,pick,7,1
4076485641,Bane,Loss,The Dire,First,pick,10,2
4076485641,Tiny,Loss,The Dire,First,pick,16,3
4076485641,Pugna,Loss,The Dire,First,pick,18,4
4076485641,Winter Wyvern,Loss,The Dire,First,pick,21,5
4076485641,Drow Ranger,Loss,The Dire,First,ban,1,1
4076485641,Io,Loss,The Dire,First,ban,3,2
4076485641,Silencer,Loss,The Dire,First,ban,5,3
4076485641,Tusk,Loss,The Dire,First,ban,11,4
4076485641,Earthshaker,Loss,The Dire,First,ban,13,5
4076485641,Storm Spirit,Loss,The Dire,First,ban,20,6
4078079157,Broodmother,Win,The Dire,Second,pick,8,1
4078079157,Earth Spirit,Win,The Dire,Second,pick,9,2
4078079157,Winter Wyvern,Win,The Dire,Second,pick,15,3
4078079157,Bloodseeker,Win,The Dire,Second,pick,17,4
4078079157,Batrider,Win,The Dire,Second,pick,22,5
4078079157,Elder Titan,Win,The Dire,Second,ban,2,1
4078079157,Silencer,Win,The Dire,Second,ban,4,2
4078079157,Vengeful Spirit,Win,The Dire,Second,ban,6,3
4078079157,Kunkka,Win,The Dire,Second,ban,12,4
4078079157,Ursa,Win,The Dire,Second,ban,14,5
4078079157,Drow Ranger,Win,The Dire,Second,ban,19,6
4078079157,Chen,Loss,The Radiant,First,pick,7,1
4078079157,Necrophos,Loss,The Radiant,First,pick,10,2
4078079157,Earthshaker,Loss,The Radiant,First,pick,16,3
4078079157,Storm Spirit,Loss,The Radiant,First,pick,18,4
4078079157,Alchemist,Loss,The Radiant,First,pick,21,5
4078079157,Weaver,Loss,The Radiant,First,ban,1,1
4078079157,Clinkz,Loss,The Radiant,First,ban,3,2
4078079157,Io,Loss,The Radiant,First,ban,5,3
4078079157,Phoenix,Loss,The Radiant,First,ban,11,4
4078079157,Crystal Maiden,Loss,The Radiant,First,ban,13,5
4078079157,Enchantress,Loss,The Radiant,First,ban,20,6
4078180258,Wraith King,Win,The Dire,Second,pick,8,1
4078180258,Dark Willow,Win,The Dire,Second,pick,9,2
4078180258,Winter Wyvern,Win,The Dire,Second,pick,15,3
4078180258,Broodmother,Win,The Dire,Second,pick,17,4
4078180258,Invoker,Win,The Dire,Second,pick,22,5
4078180258,Elder Titan,Win,The Dire,Second,ban,2,1
4078180258,Silencer,Win,The Dire,Second,ban,4,2
4078180258,Vengeful Spirit,Win,The Dire,Second,ban,6,3
4078180258,Arc Warden,Win,The Dire,Second,ban,12,4
4078180258,Kunkka,Win,The Dire,Second,ban,14,5
4078180258,Nyx Assassin,Win,The Dire,Second,ban,19,6
4078180258,Chen,Loss,The Radiant,First,pick,7,1
4078180258,Phantom Lancer,Loss,The Radiant,First,pick,10,2
4078180258,Lina,Loss,The Radiant,First,pick,16,3
4078180258,Monkey King,Loss,The Radiant,First,pick,18,4
4078180258,Pugna,Loss,The Radiant,First,pick,21,5
4078180258,Weaver,Loss,The Radiant,First,ban,1,1
4078180258,Clinkz,Loss,The Radiant,First,ban,3,2
4078180258,Io,Loss,The Radiant,First,ban,5,3
4078180258,Necrophos,Loss,The Radiant,First,ban,11,4
4078180258,Alchemist,Loss,The Radiant,First,ban,13,5
4078180258,Anti-Mage,Loss,The Radiant,First,ban,20,6
4076043995,Io,Loss,The Dire,First,pick,7,1
4076043995,Gyrocopter,Loss,The Dire,First,pick,10,2
4076043995,Oracle,Loss,The Dire,First,pick,16,3
4076043995,Dragon Knight,Loss,The Dire,First,pick,18,4
4076043995,Enchantress,Loss,The Dire,First,pick,21,5
4076043995,Wraith King,Loss,The Dire,First,ban,1,1
4076043995,Silencer,Loss,The Dire,First,ban,3,2
4076043995,Weaver,Loss,The Dire,First,ban,5,3
4076043995,Dark Willow,Loss,The Dire,First,ban,11,4
4076043995,Tiny,Loss,The Dire,First,ban,13,5
4076043995,Alchemist,Loss,The Dire,First,ban,20,6
4076043995,Bane,Win,The Radiant,Second,pick,8,1
4076043995,Necrophos,Win,The Radiant,Second,pick,9,2
4076043995,Clinkz,Win,The Radiant,Second,pick,15,3
4076043995,Elder Titan,Win,The Radiant,Second,pick,17,4
4076043995,Huskar,Win,The Radiant,Second,pick,22,5
4076043995,Broodmother,Win,The Radiant,Second,ban,2,1
4076043995,Chen,Win,The Radiant,Second,ban,4,2
4076043995,Vengeful Spirit,Win,The Radiant,Second,ban,6,3
4076043995,Pugna,Win,The Radiant,Second,ban,12,4
4076043995,Ursa,Win,The Radiant,Second,ban,14,5
4076043995,Batrider,Win,The Radiant,Second,ban,19,6
4076114893,Tiny,Win,The Dire,Second,pick,8,1
4076114893,Dark Willow,Win,The Dire,Second,pick,9,2
4076114893,Bane,Win,The Dire,Second,pick,15,3
4076114893,Broodmother,Win,The Dire,Second,pick,17,4
4076114893,Bloodseeker,Win,The Dire,Second,pick,22,5
4076114893,Weaver,Win,The Dire,Second,ban,2,1
4076114893,Io,Win,The Dire,Second,ban,4,2
4076114893,Enchantress,Win,The Dire,Second,ban,6,3
4076114893,Mirana,Win,The Dire,Second,ban,12,4
4076114893,Templar Assassin,Win,The Dire,Second,ban,14,5
4076114893,Necrophos,Win,The Dire,Second,ban,19,6
4076114893,Vengeful Spirit,Loss,The Radiant,First,pick,7,1
4076114893,Drow Ranger,Loss,The Radiant,First,pick,10,2
4076114893,Jakiro,Loss,The Radiant,First,pick,16,3
4076114893,Alchemist,Loss,The Radiant,First,pick,18,4
4076114893,Batrider,Loss,The Radiant,First,pick,21,5
4076114893,Chen,Loss,The Radiant,First,ban,1,1
4076114893,Ursa,Loss,The Radiant,First,ban,3,2
4076114893,Wraith King,Loss,The Radiant,First,ban,5,3
4076114893,Spectre,Loss,The Radiant,First,ban,11,4
4076114893,Lich,Loss,The Radiant,First,ban,13,5
4076114893,Huskar,Loss,The Radiant,First,ban,20,6
4076188379,Dark Willow,Win,The Radiant,First,pick,7,1
4076188379,Wraith King,Win,The Radiant,First,pick,10,2
4076188379,Tiny,Win,The Radiant,First,pick,16,3
4076188379,Nature's Prophet,Win,The Radiant,First,pick,18,4
4076188379,Necrophos,Win,The Radiant,First,pick,21,5
4076188379,Io,Win,The Radiant,First,ban,1,1
4076188379,Silencer,Win,The Radiant,First,ban,3,2
4076188379,Weaver,Win,The Radiant,First,ban,5,3
4076188379,Phantom Lancer,Win,The Radiant,First,ban,11,4
4076188379,Enchantress,Win,The Radiant,First,ban,13,5
4076188379,Huskar,Win,The Radiant,First,ban,20,6
4076188379,Ursa,Loss,The Dire,Second,pick,8,1
4076188379,Bane,Loss,The Dire,Second,pick,9,2
4076188379,Clinkz,Loss,The Dire,Second,pick,15,3
4076188379,Undying,Loss,The Dire,Second,pick,17,4
4076188379,Lina,Loss,The Dire,Second,pick,22,5
4076188379,Chen,Loss,The Dire,Second,ban,2,1
4076188379,Broodmother,Loss,The Dire,Second,ban,4,2
4076188379,Vengeful Spirit,Loss,The Dire,Second,ban,6,3
4076188379,Venomancer,Loss,The Dire,Second,ban,12,4
4076188379,Terrorblade,Loss,The Dire,Second,ban,14,5
4076188379,Templar Assassin,Loss,The Dire,Second,ban,19,6
4076257095,Clinkz,Win,The Radiant,Second,pick,8,1
4076257095,Silencer,Win,The Radiant,Second,pick,9,2
4076257095,Earthshaker,Win,The Radiant,Second,pick,15,3
4076257095,Necrophos,Win,The Radiant,Second,pick,17,4
4076257095,Meepo,Win,The Radiant,Second,pick,22,5
4076257095,Weaver,Win,The Radiant,Second,ban,2,1
4076257095,Io,Win,The Radiant,Second,ban,4,2
4076257095,Drow Ranger,Win,The Radiant,Second,ban,6,3
4076257095,Spectre,Win,The Radiant,Second,ban,12,4
4076257095,Lycan,Win,The Radiant,Second,ban,14,5
4076257095,Pugna,Win,The Radiant,Second,ban,19,6
4076257095,Wraith King,Loss,The Dire,First,pick,7,1
4076257095,Mirana,Loss,The Dire,First,pick,10,2
4076257095,Undying,Loss,The Dire,First,pick,16,3
4076257095,Keeper of the Light,Loss,The Dire,First,pick,18,4
4076257095,Templar Assassin,Loss,The Dire,First,pick,21,5
4076257095,Enchantress,Loss,The Dire,First,ban,1,1
4076257095,Phantom Lancer,Loss,The Dire,First,ban,3,2
4076257095,Vengeful Spirit,Loss,The Dire,First,ban,5,3
4076257095,Bloodseeker,Loss,The Dire,First,ban,11,4
4076257095,Winter Wyvern,Loss,The Dire,First,ban,13,5
4076257095,Huskar,Loss,The Dire,First,ban,20,6
4076314248,Vengeful Spirit,Win,The Radiant,First,pick,7,1
4076314248,Silencer,Win,The Radiant,First,pick,10,2
4076314248,Elder Titan,Win,The Radiant,First,pick,16,3
4076314248,Clinkz,Win,The Radiant,First,pick,18,4
4076314248,Terrorblade,Win,The Radiant,First,pick,21,5
4076314248,Weaver,Win,The Radiant,First,ban,1,1
4076314248,Wraith King,Win,The Radiant,First,ban,3,2
4076314248,Drow Ranger,Win,The Radiant,First,ban,5,3
4076314248,Nature's Prophet,Win,The Radiant,First,ban,11,4
4076314248,Chen,Win,The Radiant,First,ban,13,5
4076314248,Broodmother,Win,The Radiant,First,ban,20,6
4076314248,Mirana,Loss,The Dire,Second,pick,8,1
4076314248,Dark Willow,Loss,The Dire,Second,pick,9,2
4076314248,Ogre Magi,Loss,The Dire,Second,pick,15,3
4076314248,Tiny,Loss,The Dire,Second,pick,17,4
4076314248,Medusa,Loss,The Dire,Second,pick,22,5
4076314248,Enchantress,Loss,The Dire,Second,ban,2,1
4076314248,Phantom Lancer,Loss,The Dire,Second,ban,4,2
4076314248,Necrophos,Loss,The Dire,Second,ban,6,3
4076314248,Meepo,Loss,The Dire,Second,ban,12,4
4076314248,Bloodseeker,Loss,The Dire,Second,ban,14,5
4076314248,Arc Warden,Loss,The Dire,Second,ban,19,6
4072586507,Vengeful Spirit,Win,The Radiant,First,pick,7,1
4072586507,Brewmaster,Win,The Radiant,First,pick,10,2
4072586507,Jakiro,Win,The Radiant,First,pick,16,3
4072586507,Storm Spirit,Win,The Radiant,First,pick,18,4
4072586507,Spectre,Win,The Radiant,First,pick,21,5
4072586507,Necrophos,Win,The Radiant,First,ban,1,1
4072586507,Crystal Maiden,Win,The Radiant,First,ban,3,2
4072586507,Wraith King,Win,The Radiant,First,ban,5,3
4072586507,Undying,Win,The Radiant,First,ban,11,4
4072586507,Lich,Win,The Radiant,First,ban,13,5
4072586507,Huskar,Win,The Radiant,First,ban,20,6
4072586507,Mirana,Loss,The Dire,Second,pick,8,1
4072586507,Phantom Lancer,Loss,The Dire,Second,pick,9,2
4072586507,Elder Titan,Loss,The Dire,Second,pick,15,3
4072586507,Silencer,Loss,The Dire,Second,pick,17,4
4072586507,Ember Spirit,Loss,The Dire,Second,pick,22,5
4072586507,Broodmother,Loss,The Dire,Second,ban,2,1
4072586507,Weaver,Loss,The Dire,Second,ban,4,2
4072586507,Enchantress,Loss,The Dire,Second,ban,6,3
4072586507,Templar Assassin,Loss,The Dire,Second,ban,12,4
4072586507,Tiny,Loss,The Dire,Second,ban,14,5
4072586507,Lifestealer,Loss,The Dire,Second,ban,19,6
4072635180,Vengeful Spirit,Win,The Dire,First,pick,7,1
4072635180,Phoenix,Win,The Dire,First,pick,10,2
4072635180,Nyx Assassin,Win,The Dire,First,pick,16,3
4072635180,Alchemist,Win,The Dire,First,pick,18,4
4072635180,Ursa,Win,The Dire,First,pick,21,5
4072635180,Necrophos,Win,The Dire,First,ban,1,1
4072635180,Crystal Maiden,Win,The Dire,First,ban,3,2
4072635180,Wraith King,Win,The Dire,First,ban,5,3
4072635180,Mirana,Win,The Dire,First,ban,11,4
4072635180,Clinkz,Win,The Dire,First,ban,13,5
4072635180,Huskar,Win,The Dire,First,ban,20,6
4072635180,Lich,Loss,The Radiant,Second,pick,8,1
4072635180,Tiny,Loss,The Radiant,Second,pick,9,2
4072635180,Storm Spirit,Loss,The Radiant,Second,pick,15,3
4072635180,Phantom Lancer,Loss,The Radiant,Second,pick,17,4
4072635180,Bloodseeker,Loss,The Radiant,Second,pick,22,5
4072635180,Broodmother,Loss,The Radiant,Second,ban,2,1
4072635180,Weaver,Loss,The Radiant,Second,ban,4,2
4072635180,Enchantress,Loss,The Radiant,Second,ban,6,3
4072635180,Templar Assassin,Loss,The Radiant,Second,ban,12,4
4072635180,Visage,Loss,The Radiant,Second,ban,14,5
4072635180,Venomancer,Loss,The Radiant,Second,ban,19,6
4072699199,Dark Willow,Loss,The Dire,First,pick,7,1
4072699199,Wraith King,Loss,The Dire,First,pick,10,2
4072699199,Undying,Loss,The Dire,First,pick,16,3
4072699199,Necrophos,Loss,The Dire,First,pick,18,4
4072699199,Dragon Knight,Loss,The Dire,First,pick,21,5
4072699199,Chen,Loss,The Dire,First,ban,1,1
4072699199,Broodmother,Loss,The Dire,First,ban,3,2
4072699199,Enchantress,Loss,The Dire,First,ban,5,3
4072699199,Alchemist,Loss,The Dire,First,ban,11,4
4072699199,Phantom Lancer,Loss,The Dire,First,ban,13,5
4072699199,Ursa,Loss,The Dire,First,ban,20,6
4072699199,Weaver,Win,The Radiant,Second,pick,8,1
4072699199,Vengeful Spirit,Win,The Radiant,Second,pick,9,2
4072699199,Treant Protector,Win,The Radiant,Second,pick,15,3
4072699199,Clinkz,Win,The Radiant,Second,pick,17,4
4072699199,Invoker,Win,The Radiant,Second,pick,22,5
4072699199,Tiny,Win,The Radiant,Second,ban,2,1
4072699199,Io,Win,The Radiant,Second,ban,4,2
4072699199,Nature's Prophet,Win,The Radiant,Second,ban,6,3
4072699199,Bloodseeker,Win,The Radiant,Second,ban,12,4
4072699199,Silencer,Win,The Radiant,Second,ban,14,5
4072699199,Pugna,Win,The Radiant,Second,ban,19,6
4072772695,Dark Willow,Loss,The Dire,First,pick,7,1
4072772695,Wraith King,Loss,The Dire,First,pick,10,2
4072772695,Vengeful Spirit,Loss,The Dire,First,pick,16,3
4072772695,Storm Spirit,Loss,The Dire,First,pick,18,4
4072772695,Troll Warlord,Loss,The Dire,First,pick,21,5
4072772695,Chen,Loss,The Dire,First,ban,1,1
4072772695,Broodmother,Loss,The Dire,First,ban,3,2
4072772695,Weaver,Loss,The Dire,First,ban,5,3
4072772695,Phantom Lancer,Loss,The Dire,First,ban,11,4
4072772695,Spectre,Loss,The Dire,First,ban,13,5
4072772695,Invoker,Loss,The Dire,First,ban,20,6
4072772695,Silencer,Win,The Radiant,Second,pick,8,1
4072772695,Ursa,Win,The Radiant,Second,pick,9,2
4072772695,Earthshaker,Win,The Radiant,Second,pick,15,3
4072772695,Clinkz,Win,The Radiant,Second,pick,17,4
4072772695,Enigma,Win,The Radiant,Second,pick,22,5
4072772695,Tiny,Win,The Radiant,Second,ban,2,1
4072772695,Io,Win,The Radiant,Second,ban,4,2
4072772695,Enchantress,Win,The Radiant,Second,ban,6,3
4072772695,Necrophos,Win,The Radiant,Second,ban,12,4
4072772695,Mirana,Win,The Radiant,Second,ban,14,5
4072772695,Venomancer,Win,The Radiant,Second,ban,19,6
4074178274,Mirana,Win,The Dire,First,pick,7,1
4074178274,Drow Ranger,Win,The Dire,First,pick,10,2
4074178274,Bane,Win,The Dire,First,pick,16,3
4074178274,Winter Wyvern,Win,The Dire,First,pick,18,4
4074178274,Underlord,Win,The Dire,First,pick,21,5
4074178274,Phantom Lancer,Win,The Dire,First,ban,1,1
4074178274,Undying,Win,The Dire,First,ban,3,2
4074178274,Enchantress,Win,The Dire,First,ban,5,3
4074178274,Nature's Prophet,Win,The Dire,First,ban,11,4
4074178274,Spectre,Win,The Dire,First,ban,13,5
4074178274,Alchemist,Win,The Dire,First,ban,20,6
4074178274,Silencer,Loss,The Radiant,Second,pick,8,1
4074178274,Weaver,Loss,The Radiant,Second,pick,9,2
4074178274,Tusk,Loss,The Radiant,Second,pick,15,3
4074178274,Lycan,Loss,The Radiant,Second,pick,17,4
4074178274,Zeus,Loss,The Radiant,Second,pick,22,5
4074178274,Io,Loss,The Radiant,Second,ban,2,1
4074178274,Necrophos,Loss,The Radiant,Second,ban,4,2
4074178274,Wraith King,Loss,The Radiant,Second,ban,6,3
4074178274,Dragon Knight,Loss,The Radiant,Second,ban,12,4
4074178274,Ogre Magi,Loss,The Radiant,Second,ban,14,5
4074178274,Vengeful Spirit,Loss,The Radiant,Second,ban,19,6
4074255285,Drow Ranger,Win,The Radiant,Second,pick,8,1
4074255285,Weaver,Win,The Radiant,Second,pick,9,2
